OriginalPaperDOI,OriginalPaperPubMedID,PMCID,XMLLINK,journal_nlm_ta,article_type,title,publication_year,keywords,mesh_terms,first_author_given_names,first_author_surname
10.1371/journal.pone.0078521,24098600,PMC3788131,s3://pmc-oa-opendata/PMC3788131.1/PMC3788131.1.xml?md5=1af726b8ec460892d8eb82ccb1059b62,PLoS One,research-article,"Comparative Immunogenicity of HIV-1 gp160, gp140 and gp120 Expressed by Live Attenuated Newcastle Disease Virus Vector",2013,,"AIDS Vaccines / administration & dosage, immunology | Animals | Antibodies, Neutralizing / biosynthesis, blood | Antibodies, Viral / biosynthesis, blood | Female | Gene Expression | Genetic Vectors | Guinea Pigs | HIV Envelope Protein gp120 / genetics, immunology | HIV Envelope Protein gp160 / genetics, immunology | HIV Infections / blood, immunology, prevention & control, virology | HIV-1 / immunology | Humans | Immunity, Humoral | Immunity, Mucosal | Mice | Mice, Inbred BALB C | Newcastle disease virus / genetics | Protein Engineering | Protein Structure, Tertiary | Recombinant Proteins / genetics, immunology | Vaccines, Attenuated | env Gene Products, Human Immunodeficiency Virus / genetics, immunology",Sunil K.,Khattar
10.1371/journal.pone.0103951,25093330,PMC4122465,s3://pmc-oa-opendata/PMC4122465.1/PMC4122465.1.xml?md5=afea69dc610c48855ac4f8617d251763,PLoS One,research-article,Effects of Naturally Occurring Six- and Twelve-Nucleotide Inserts on Newcastle Disease Virus Replication and Pathogenesis,2014,,"Animals | Base Sequence | Cells, Cultured | Chick Embryo | Chickens / virology | HEK293 Cells | Humans | Molecular Sequence Data | Mutagenesis, Insertional | Newcastle Disease / virology | Newcastle disease virus / genetics, pathogenicity, physiology | Phylogeny | Sequence Homology, Nucleic Acid | Virulence / genetics | Virus Replication / genetics",Anandan,Paldurai
10.1371/journal.pone.0074022,24015313,PMC3755997,s3://pmc-oa-opendata/PMC3755997.1/PMC3755997.1.xml?md5=f041546a713657dff476a0068aea735e,PLoS One,research-article,Newcastle Disease Virus Fusion Protein Is the Major Contributor to Protective Immunity of Genotype-Matched Vaccine,2013,,"Animals | Cell Line, Tumor | Chick Embryo | Chickens | Humans | Immunization | Mutation | Newcastle Disease / genetics, immunology, prevention & control, transmission | Newcastle disease virus / genetics, immunology | Viral Fusion Proteins / genetics, immunology | Viral Vaccines / genetics, immunology, pharmacology",Shin-Hee,Kim
10.1371/journal.pone.0050598,23341874,PMC3544850,s3://pmc-oa-opendata/PMC3544850.1/PMC3544850.1.xml?md5=9c9ca6d6e743830b798796a541c2560d,PLoS One,research-article,Mutations in the Fusion Protein Cleavage Site of Avian Paramyxovirus Serotype 4 Confer Increased Replication and Syncytium Formation In Vitro but Not Increased Replication and Pathogenicity in Chickens and Ducks,2013,,"Amino Acid Sequence | Animals | Antibodies, Viral / immunology | Avulavirus / classification, genetics, immunology, pathogenicity | Avulavirus Infections / veterinary, virology | Base Sequence | Brain / pathology, virology | Cell Line | Chickens / virology | Cytopathogenic Effect, Viral | Ducks / virology | Giant Cells / virology | Humans | Immunohistochemistry | Kinetics | Molecular Sequence Data | Mutant Proteins / metabolism | Mutation / genetics | Neurons / pathology, virology | Proteolysis | Reverse Genetics | Serotyping | Viral Fusion Proteins / chemistry, genetics | Virion / metabolism | Virus Replication / genetics",Shin-Hee,Kim
10.1371/journal.pone.0060975,23593363,PMC3625183,s3://pmc-oa-opendata/PMC3625183.1/PMC3625183.1.xml?md5=f4c5467f1791113653339fe350cca6b4,PLoS One,research-article,Zoledronic Acid Restores Doxorubicin Chemosensitivity and Immunogenic Cell Death in Multidrug-Resistant Human Cancer Cells,2013,,"ATP Binding Cassette Transporter, Subfamily B | ATP Binding Cassette Transporter, Subfamily B, Member 1 / metabolism | CD8-Positive T-Lymphocytes / drug effects, metabolism | Cell Death / drug effects, immunology | Cell Line, Tumor | Cholesterol / biosynthesis | Dendritic Cells / drug effects, metabolism | Diphosphonates / pharmacology | Down-Regulation / drug effects | Doxorubicin / pharmacology | Drug Resistance, Multiple / drug effects | Drug Resistance, Neoplasm / drug effects | Drug Screening Assays, Antitumor | Extracellular Signal-Regulated MAP Kinases / metabolism | Humans | Hypoxia-Inducible Factor 1, alpha Subunit / metabolism | Imidazoles / pharmacology | Mevalonic Acid / metabolism | Models, Biological | Phagocytosis / drug effects | Prenylation / drug effects | Protein Kinase Inhibitors / pharmacology | Signal Transduction / drug effects | Terpenes / metabolism | Zoledronic Acid | ras Proteins / metabolism | rho-Associated Kinases / metabolism",Chiara,Riganti
10.3389/fnut.2017.00051,29164126,PMC5671535,s3://pmc-oa-opendata/PMC5671535.1/PMC5671535.1.xml?md5=c9c61126db10e092098edfe43bbec9a3,Front Nutr,research-article,Overweight and Cognitive Performance: High Body Mass Index Is Associated with Impairment in Reactive Control during Task Switching,2017,adiposity | binge eating | body mass index | cognitive flexibility | overweight | task switching,,Laura,Steenbergen
10.2147/OTT.S251843,32884299,PMC7443453,s3://pmc-oa-opendata/PMC7443453.1/PMC7443453.1.xml?md5=761ff26595ac21d4d067e487cdba16fc,Onco Targets Ther,research-article,lncRNA LSINCT5 Regulates miR-20a-5p/XIAP to Inhibit the Growth and Metastasis of Osteosarcoma Cells,2020,LSINCT5 | growth | invasion | lncRNA | miR-20a-5p | osteosarcoma,,Shi-An,Liao
10.2147/OTT.S240965,32256081,PMC7092690,s3://pmc-oa-opendata/PMC7092690.1/PMC7092690.1.xml?md5=d4e89c8cdb74bdefadf380d715e7b71c,Onco Targets Ther,research-article,Silencing of Long Non-Coding RNA-HCG18 Inhibits the Tumorigenesis of Gastric Cancer Through Blocking PI3K/Akt Pathway,2020,PI3K/Akt pathway | gastric cancer | lncRNA-HCG18 | migration | proliferation,,Fengzhen,Ma
10.1371/journal.pone.0205518,30372446,PMC6205583,s3://pmc-oa-opendata/PMC6205583.1/PMC6205583.1.xml?md5=0dadf66ff3a68e4ba09af607958763eb,PLoS One,research-article,The role of NF-κB and miRNA in oral cancer and cancer stem cells with or without HPV16 infection,2018,,"Biomarkers, Tumor / metabolism | Carcinoma, Squamous Cell / complications, metabolism | Cell Line, Tumor | Gene Expression Regulation, Neoplastic | Human papillomavirus 16 | Humans | MicroRNAs / metabolism | Mouth Neoplasms / complications, metabolism | NF-kappa B / metabolism | Neoplastic Stem Cells / metabolism | Oncogene Proteins, Viral / metabolism | Papillomavirus E7 Proteins / metabolism | Papillomavirus Infections / complications, metabolism | Repressor Proteins / metabolism",Nasreen,Bano
10.1155/2014/790902,25610879,PMC4293793,s3://pmc-oa-opendata/PMC4293793.1/PMC4293793.1.xml?md5=994b8d92d8f995f241daa38fabd3fb9a,J Diabetes Res,research-article,Hyperglycemia Induces Toll-Like Receptor-2 and -4 Expression and Activity in Human Microvascular Retinal Endothelial Cells: Implications for Diabetic Retinopathy,2014,,"Blood Glucose / metabolism | Cell Adhesion | Cells, Cultured | Coculture Techniques | Diabetic Retinopathy / blood, drug therapy, genetics, immunology, metabolism | Endothelial Cells / drug effects, immunology, metabolism | Humans | Inflammation Mediators / metabolism | Leukocytes / immunology, metabolism | Microvessels / drug effects, immunology, metabolism | Myeloid Differentiation Factor 88 / metabolism | NF-kappa B / metabolism | Peptides / pharmacology | RNA Interference | RNA, Messenger / metabolism | Reactive Oxygen Species / metabolism | Retinal Vessels / drug effects, immunology, metabolism | Toll-Like Receptor 2 / antagonists & inhibitors, genetics, metabolism | Toll-Like Receptor 4 / antagonists & inhibitors, genetics, metabolism | Transfection | Up-Regulation",Uthra,Rajamani
10.1155/2015/825805,25688279,PMC4320897,s3://pmc-oa-opendata/PMC4320897.1/PMC4320897.1.xml?md5=013306b4b4272ed7255120760b0e77b3,Evid Based Complement Alternat Med,research-article,Effect of Rat Medicated Serum Containing Zuo Gui Wan and/or You Gui Wan on the Differentiation of Stem Cells Derived from Human First Trimester Umbilical Cord into Oocyte-Like Cells In Vitro,2015,,,Xiang,Hu
10.1371/journal.pone.0055482,23393583,PMC3564755,s3://pmc-oa-opendata/PMC3564755.1/PMC3564755.1.xml?md5=81fbdb7a3818f633962298aa85800d2e,PLoS One,research-article,Identification of a Novel Jasmonate-Responsive Element in the AtJMT Promoter and Its Binding Protein for AtJMT Repression,2013,,"Arabidopsis / genetics, metabolism | Arabidopsis Proteins / genetics, metabolism | Carrier Proteins | Cyclopentanes / metabolism | Oxylipins / metabolism | Promoter Regions, Genetic / genetics | Response Elements / genetics",Jun Sung,Seo
10.1371/journal.pone.0064000,23724014,PMC3665802,s3://pmc-oa-opendata/PMC3665802.1/PMC3665802.1.xml?md5=47547a21b2a853165bba4019050dc9c6,PLoS One,research-article,Conversion of Human Umbilical Cord Mesenchymal Stem Cells in Wharton’s Jelly to Dopamine Neurons Mediated by the Lmx1a and Neurturin In Vitro: Potential Therapeutic Application for Parkinson’s Disease in a Rhesus Monkey Model,2013,,"Adipocytes / drug effects, metabolism | Animals | Behavior, Animal | Biomarkers / metabolism | Cell Differentiation / drug effects | Cell Proliferation / drug effects | Cells, Cultured | Culture Media, Conditioned / pharmacology | Disease Models, Animal | Dopaminergic Neurons / cytology, drug effects, transplantation | Flow Cytometry | Humans | Immunohistochemistry | Immunophenotyping | LIM-Homeodomain Proteins / metabolism | Macaca mulatta | Mesenchymal Stem Cells / cytology, drug effects, ultrastructure | Neuronal Plasticity / drug effects | Neurturin / metabolism | Osteocytes / drug effects, metabolism | Parkinson Disease / pathology, therapy | RNA, Messenger / genetics, metabolism | Rats | Rats, Sprague-Dawley | Transcription Factors / metabolism | Umbilical Cord / cytology | Wharton Jelly / cytology",Min,Yan
10.4103/0971-9784.191564,27716691,PMC5070320,s3://pmc-oa-opendata/PMC5070320.1/PMC5070320.1.xml?md5=73427049b4fc3924f1f4c21f8875491d,Ann Card Anaesth,research-article,The efficacy of pre-emptive dexmedetomidine versus amiodarone in preventing postoperative junctional ectopic tachycardia in pediatric cardiac surgery,2016,Amiodarone | Children | Dexmedetomidine | Junctional ectopic tachycardia | Postoperative arrhythmia,"Amiodarone / therapeutic use | Anti-Arrhythmia Agents / therapeutic use | Cardiac Surgical Procedures | Child | Dexmedetomidine / therapeutic use | Female | Humans | Hypnotics and Sedatives / therapeutic use | Male | Prospective Studies | Tachycardia, Ectopic Junctional / prevention & control | Treatment Outcome",Nagat S.,El-Shmaa
10.1021/acsomega.8b03473,31459841,PMC6648140,s3://pmc-oa-opendata/PMC6648140.1/PMC6648140.1.xml?md5=85def5b926841d6c9961a5f105384ee0,ACS Omega,research-article,Fabrication of Graphene Nanoplatelet-Incorporated Porous Hydroxyapatite Composites: Improved Mechanical and in Vivo Imaging Performances for Emerging Biomedical Applications,2019,,,Sunil,Kumar
10.1128/MCB.25.3.1013-1024.2005,15657429,PMC5439933,s3://pmc-oa-opendata/PMC5439933.1/PMC5439933.1.xml?md5=d3a21ce014398da163e1736e8d2af84a,Int J Nanomedicine,research-article,Cisplatin-resistant lung cancer cell–derived exosomes increase cisplatin resistance of recipient cells in exosomal miR-100–5p-dependent manner,2017,lung cancer | cisplatin | exosome | miR-100–5p | drug resistance,"Acetylation | Cells, Cultured | Cellular Senescence / physiology | Cyclin-Dependent Kinase 4 | Cyclin-Dependent Kinases / metabolism | Fibroblasts / metabolism | Genes, p16 / physiology | Genes, p53 / physiology | Humans | Neoplasm Proteins / metabolism | Nuclear Proteins / metabolism | Oncogene Proteins, Viral / metabolism | Papillomavirus E7 Proteins | Promyelocytic Leukemia Protein | Proto-Oncogene Proteins / metabolism | Repressor Proteins / metabolism | Retinoblastoma Protein / metabolism | Transcription Factors / metabolism | Tumor Suppressor Proteins",Xiaobing,Qin
10.1371/journal.pone.0180514,28692662,PMC5503272,s3://pmc-oa-opendata/PMC5503272.1/PMC5503272.1.xml?md5=acbd1fe85027e19487ae7768fa225968,PLoS One,research-article,Potential malignant transformation in the gastric mucosa of immunodeficient mice with persistent Mycoplasma penetrans infection,2017,,"Animals | Apoptosis | Cell Transformation, Neoplastic / pathology | Cyclin-Dependent Kinase Inhibitor p21 / metabolism | Female | Gastric Mucosa / microbiology, pathology, ultrastructure | Mice, Inbred C57BL | Mice, SCID | Mycoplasma Infections / diagnosis, microbiology, pathology | Mycoplasma penetrans / physiology, ultrastructure | NF-kappa B / metabolism | Signal Transduction | Tumor Necrosis Factor-alpha / metabolism | Tumor Suppressor Protein p53 / metabolism | bcl-2-Associated X Protein / metabolism | ras Proteins / metabolism",Shuyan,Cao
10.1371/journal.pone.0056123,23441162,PMC3575387,s3://pmc-oa-opendata/PMC3575387.1/PMC3575387.1.xml?md5=840c014972449cd6a8f756966dd80999,PLoS One,research-article,HLA-B35 and dsRNA Induce Endothelin-1 via Activation of ATF4 in Human Microvascular Endothelial Cells,2013,,"Activating Transcription Factor 4 / genetics, metabolism | Adult | Aged | Animals | Cells, Cultured | Endoplasmic Reticulum Chaperone BiP | Endoplasmic Reticulum Stress / drug effects | Endothelial Cells / metabolism | Endothelin-1 / genetics, metabolism | Enzyme Activation | Female | Gene Expression Regulation / drug effects | HLA-B35 Antigen / genetics, metabolism | Humans | JNK Mitogen-Activated Protein Kinases / metabolism | Male | Mice | Microvessels | Middle Aged | NF-kappa B / metabolism | Poly I-C / administration & dosage | Proto-Oncogene Proteins c-jun / metabolism | RNA, Double-Stranded / metabolism | RNA, Messenger / genetics, metabolism | Signal Transduction / drug effects | Transcriptional Activation / drug effects | Unfolded Protein Response / drug effects | Young Adult | eIF-2 Kinase / metabolism",Stefania,Lenna
10.1371/journal.ppat.1003827,24385907,PMC3868539,s3://pmc-oa-opendata/PMC3868539.1/PMC3868539.1.xml?md5=cb38f64deabdc62091dc43984d0e2e66,PLoS Pathog,research-article,A Toxin-Antitoxin Module of Salmonella Promotes Virulence in Mice,2013,,"Animals | Cells, Cultured | Enterotoxins / genetics, physiology | Gene Expression Regulation, Bacterial | HeLa Cells | Humans | Lymph Nodes / microbiology | Mice | Mice, Inbred C57BL | Microbial Viability / genetics | Salmonella Infections / microbiology | Salmonella enterica / drug effects, genetics, pathogenicity | Virulence",Miguel A.,De la Cruz
10.1155/2015/532984,26064984,PMC4439495,s3://pmc-oa-opendata/PMC4439495.1/PMC4439495.1.xml?md5=7faffeceb541c559fe2d40080df30757,J Diabetes Res,research-article,Small Molecule Kaempferol Promotes Insulin Sensitivity and Preserved Pancreatic β-Cell Mass in Middle-Aged Obese Diabetic Mice,2015,,"Animals | Blood Glucose / metabolism | Diabetes Mellitus, Experimental / drug therapy, metabolism | Hyperglycemia / drug therapy, metabolism | Hypoglycemic Agents / pharmacology, therapeutic use | Insulin / blood | Insulin Resistance / physiology | Insulin-Secreting Cells / drug effects | Kaempferols / pharmacology, therapeutic use | Lipids / blood | Mice | Obesity / drug therapy, metabolism",Hana,Alkhalidy
10.1016/j.cmet.2013.05.002,23747250,PMC4005358,s3://pmc-oa-opendata/PMC4005358.1/PMC4005358.1.xml?md5=8bbc02aefe716b92ba300f346aef4727,Cell Metab,research-article,The Cancer Associated FGFR4-G388R Polymorphism Enhances Pancreatic Insulin Secretion and Modifies the Risk of Diabetes,2013,FGF receptors | FGFR4 | Grb14 | insulin receptor | diabetes | breast cancer,"Adaptor Proteins, Signal Transducing | Animals | Cells, Cultured | Diabetes Mellitus, Type 2 / genetics, metabolism, prevention & control | Gene Expression Profiling | Gene Knock-In Techniques | Humans | Hyperinsulinism | Insulin / biosynthesis, metabolism | Insulin Secretion | Mice | Mice, Knockout | Neoplasms / genetics, metabolism | Pancreas / metabolism | Polymorphism, Single Nucleotide | Proteins / genetics, metabolism | RNA Interference | RNA, Small Interfering | Rats | Receptor, Fibroblast Growth Factor, Type 4 / genetics, metabolism | Receptor, Insulin / metabolism | STAT3 Transcription Factor / metabolism | STAT5 Transcription Factor / metabolism | Signal Transduction / genetics",Shereen,Ezzat
10.1155/2016/7132158,27239104,PMC4863118,s3://pmc-oa-opendata/PMC4863118.1/PMC4863118.1.xml?md5=87db764043f04995dbbd4aaf4cbc5d71,Mediators Inflamm,research-article,Neuropilin-1highCD4+CD25+ Regulatory T Cells Exhibit Primary Negative Immunoregulation in Sepsis,2016,,"Animals | CD4-Positive T-Lymphocytes / metabolism | CTLA-4 Antigen / metabolism | Disease Models, Animal | Forkhead Transcription Factors / metabolism | Interleukin-10 / metabolism | Interleukin-2 Receptor alpha Subunit / metabolism | Male | Mice | Mice, Inbred BALB C | Neuropilins / metabolism | Repressor Proteins / metabolism | Sepsis / immunology, metabolism | T-Lymphocytes, Regulatory / metabolism | Transforming Growth Factor beta / metabolism",Yu-Lei,Gao
10.3892/etm.2012.868,23408796,PMC3570219,s3://pmc-oa-opendata/PMC3570219.1/PMC3570219.1.xml?md5=4a1f461ac98856146df30d0510565b45,Exp Ther Med,research-article,The correlation between microvessel pathological changes of the endplate and degeneration of the intervertebral disc in diabetic rats,2013,diabetes mellitus | intervertebral disc | microvessel,,SEN,CHEN
